FR_hip,FR_thigh,FR_calf,FL_hip,FL_thigh,FL_calf,RR_hip,RR_thigh,RR_calf,RL_hip,RL_thigh,RL_calf
-5.652766227722167969e-01,-7.586777210235595703e-01,2.111680507659912109e-01,3.926391601562500000e-01,-1.048755645751953125e-02,8.902316093444824219e-01,6.486859321594238281e-01,6.497633457183837891e-01,-8.253219127655029297e-01,-3.615653514862060547e-01,-3.191001415252685547e-01,1.391389369964599609e-01
7.133030891418457031e-02,-1.850349903106689453e-01,3.711471557617187500e-01,-7.128143310546875000e-02,-7.454330921173095703e-01,5.745787620544433594e-01,8.070969581604003906e-02,-9.894440174102783203e-01,8.662827014923095703e-01,2.148151397705078125e-04,-8.907554149627685547e-01,-5.165338516235351562e-01
-3.255324363708496094e-01,4.112751483917236328e-01,-2.507085800170898438e-01,7.873580455780029297e-01,9.375326633453369141e-01,7.631289958953857422e-01,7.255382537841796875e-01,-7.342331409454345703e-01,-8.881380558013916016e-01,2.051806449890136719e-01,5.318293571472167969e-01,8.325648307800292969e-02
5.997037887573242188e-01,-4.829452037811279297e-01,-7.213926315307617188e-02,-1.887190341949462891e-01,1.305887699127197266e-01,-5.743348598480224609e-01,-1.049432754516601562e-01,1.938931941986083984e-01,7.739324569702148438e-01,4.977495670318603516e-01,-6.769692897796630859e-01,5.804708003997802734e-01
9.484822750091552734e-01,-6.724820137023925781e-01,7.623145580291748047e-01,-1.093604564666748047e-01,-6.414270401000976562e-02,9.428379535675048828e-01,-6.613883972167968750e-01,-1.024291515350341797e-01,8.005528450012207031e-01,-8.373098373413085938e-01,1.516304016113281250e-01,-2.014276981353759766e-01
-5.650312900543212891e-01,-5.174207687377929688e-02,-8.075881004333496094e-02,-4.619603157043457031e-01,-5.465052127838134766e-01,-1.564753055572509766e-01,-2.473449707031250000e-01,5.512862205505371094e-01,-3.866147994995117188e-02,7.207124233245849609e-01,-4.912552833557128906e-01,-9.391794204711914062e-01
-6.366496086120605469e-01,-3.112165927886962891e-01,-2.619903087615966797e-01,-6.755683422088623047e-01,-2.109119892120361328e-01,-2.539794445037841797e-01,6.903700828552246094e-01,5.017745494842529297e-01,6.443431377410888672e-01,-2.415902614593505859e-01,9.518845081329345703e-01,2.496201992034912109e-01
-4.336066246032714844e-01,1.157948970794677734e-01,-5.611910820007324219e-01,3.605961799621582031e-01,4.549927711486816406e-01,9.414403438568115234e-01,-7.751471996307373047e-01,-9.722890853881835938e-01,-4.750783443450927734e-01,-9.853293895721435547e-01,5.694696903228759766e-01,-9.433889389038085938e-01
-8.780224323272705078e-01,-5.461435317993164062e-01,6.764316558837890625e-01,-3.272595405578613281e-01,4.440479278564453125e-01,8.199858665466308594e-01,5.815422534942626953e-01,3.064906597137451172e-01,-7.888746261596679688e-01,4.388635158538818359e-01,9.753432273864746094e-01,9.051897525787353516e-01
6.587982177734375000e-03,8.561923503875732422e-01,8.130333423614501953e-01,6.726312637329101562e-01,7.152640819549560547e-01,6.285018920898437500e-01,-2.876415252685546875e-01,-9.574429988861083984e-01,2.094256877899169922e-01,9.147324562072753906e-01,8.058187961578369141e-01,-6.400609016418457031e-02
-4.806337356567382812e-01,-5.118746757507324219e-01,-5.897130966186523438e-01,-3.879849910736083984e-01,-5.190978050231933594e-01,-3.359124660491943359e-01,-3.767271041870117188e-01,-3.566229343414306641e-01,-5.794835090637207031e-02,-1.841511726379394531e-01,-8.715124130249023438e-01,2.751696109771728516e-01
-8.407659530639648438e-01,6.807572841644287109e-01,-7.649703025817871094e-01,2.376797199249267578e-01,8.429861068725585938e-01,9.473826885223388672e-01,-1.615142822265625000e-02,4.843358993530273438e-01,7.254970073699951172e-01,-7.518544197082519531e-01,-4.807233810424804688e-01,1.661994457244873047e-01
2.496101856231689453e-01,-6.475663185119628906e-02,5.360388755798339844e-02,-2.153813838958740234e-01,6.561229228973388672e-01,-7.569980621337890625e-02,-4.311075210571289062e-01,-9.578926563262939453e-01,-5.494208335876464844e-01,-6.721558570861816406e-01,-7.761011123657226562e-01,-1.103816032409667969e-01
-4.289131164550781250e-01,-2.598631381988525391e-01,3.784325122833251953e-01,9.993655681610107422e-01,4.208076000213623047e-01,-7.922792434692382812e-01,9.922518730163574219e-01,-1.318297386169433594e-01,-8.956146240234375000e-02,-9.482746124267578125e-01,-7.272293567657470703e-01,-4.471757411956787109e-01
-4.709765911102294922e-01,9.521739482879638672e-01,5.755069255828857422e-01,-2.329170703887939453e-01,-8.926725387573242188e-02,-9.378376007080078125e-01,7.244060039520263672e-01,3.524875640869140625e-02,-9.232027530670166016e-01,4.390234947204589844e-01,-2.573907375335693359e-01,6.266095638275146484e-01
1.138021945953369141e-01,-4.738101959228515625e-01,-5.949933528900146484e-01,-2.609515190124511719e-02,-3.370759487152099609e-01,6.144726276397705078e-01,8.596286773681640625e-01,4.859519004821777344e-02,5.009307861328125000e-01,-9.593496322631835938e-01,4.243614673614501953e-01,5.695374011993408203e-01
-7.469637393951416016e-01,1.129627227783203125e-01,-3.731791973114013672e-01,-1.022958755493164062e-01,-8.066492080688476562e-01,-3.574962615966796875e-01,9.572720527648925781e-01,-2.532231807708740234e-01,-8.582925796508789062e-02,-4.910783767700195312e-01,-1.944158077239990234e-01,3.754615783691406250e-02
9.673643112182617188e-02,4.002814292907714844e-01,-3.398728370666503906e-02,2.401263713836669922e-01,2.325842380523681641e-01,6.760454177856445312e-01,1.892971992492675781e-01,-3.937456607818603516e-01,-9.404301643371582031e-01,-6.531696319580078125e-01,-6.550190448760986328e-01,-6.724169254302978516e-01
2.648320198059082031e-01,5.401787757873535156e-01,-2.895312309265136719e-01,-4.322226047515869141e-01,1.518375873565673828e-01,5.196778774261474609e-01,-9.507634639739990234e-01,-2.090818881988525391e-01,3.060507774353027344e-02,6.001665592193603516e-01,7.391510009765625000e-01,5.258531570434570312e-01
-9.172677993774414062e-03,3.377718925476074219e-01,-9.822380542755126953e-01,-5.473117828369140625e-01,-1.863598823547363281e-01,1.561880111694335938e-01,-4.096970558166503906e-01,-3.962786197662353516e-01,7.339382171630859375e-01,3.070499897003173828e-01,2.020235061645507812e-01,6.289134025573730469e-01
-8.921527862548828125e-01,-7.293636798858642578e-01,1.280527114868164062e-01,6.139717102050781250e-01,2.099096775054931641e-01,-1.274969577789306641e-01,5.836515426635742188e-01,-8.907623291015625000e-01,1.717000007629394531e-01,5.468103885650634766e-01,-3.649702072143554688e-01,-6.143214702606201172e-01
1.620919704437255859e-01,-5.413708686828613281e-01,6.123640537261962891e-01,-4.779167175292968750e-01,6.957864761352539062e-02,-8.594663143157958984e-01,-7.979450225830078125e-01,-5.255241394042968750e-01,-8.191559314727783203e-01,-2.589077949523925781e-01,-1.857173442840576172e-01,-9.779713153839111328e-01
-6.241786479949951172e-01,7.139599323272705078e-01,-9.065208435058593750e-01,6.386971473693847656e-02,8.640313148498535156e-01,5.524921417236328125e-02,-2.128272056579589844e-01,8.833818435668945312e-01,-1.058712005615234375e-01,-6.723170280456542969e-01,-5.823225975036621094e-01,-3.685204982757568359e-01
7.358679771423339844e-01,1.137113571166992188e-02,-3.843314647674560547e-01,-2.809011936187744141e-01,6.452565193176269531e-01,-8.002715110778808594e-01,8.108115196228027344e-02,5.209162235260009766e-01,-6.604075431823730469e-01,8.783037662506103516e-01,-7.827284336090087891e-01,7.276244163513183594e-01
6.985242366790771484e-01,-3.927710056304931641e-01,9.448490142822265625e-01,-2.120394706726074219e-01,-9.596977233886718750e-01,-1.891734600067138672e-01,-4.585590362548828125e-01,3.743436336517333984e-01,-3.098764419555664062e-01,7.310101985931396484e-01,-7.846839427947998047e-01,-8.267793655395507812e-01
1.504414081573486328e-01,3.690013885498046875e-01,4.081013202667236328e-01,5.487341880798339844e-01,8.710811138153076172e-01,8.543186187744140625e-01,9.530031681060791016e-01,-7.790143489837646484e-01,8.900959491729736328e-01,-6.043722629547119141e-01,8.664436340332031250e-01,4.420881271362304688e-01
-7.704384326934814453e-01,-7.875168323516845703e-01,-1.704959869384765625e-01,3.145039081573486328e-01,-1.944301128387451172e-01,-7.402513027191162109e-01,-7.428176403045654297e-01,8.443553447723388672e-01,9.127068519592285156e-01,-7.569329738616943359e-01,8.758699893951416016e-01,1.922535896301269531e-01
-4.372034072875976562e-01,4.072325229644775391e-01,-9.565119743347167969e-01,7.325325012207031250e-01,-8.478837013244628906e-01,1.469912528991699219e-01,-2.260537147521972656e-01,-2.126061916351318359e-01,1.141571998596191406e-01,-3.568997383117675781e-01,9.289669990539550781e-01,5.801501274108886719e-01
4.503264427185058594e-01,7.656743526458740234e-01,-1.919753551483154297e-01,5.194368362426757812e-01,9.451169967651367188e-01,4.699211120605468750e-01,-7.472488880157470703e-01,2.948832511901855469e-01,-4.289619922637939453e-01,7.965619564056396484e-01,-5.367975234985351562e-01,7.139132022857666016e-01
-9.696888923645019531e-01,3.272473812103271484e-01,3.005478382110595703e-01,-9.619717597961425781e-01,1.508281230926513672e-01,6.577663421630859375e-01,-2.301900386810302734e-01,-5.979826450347900391e-01,6.405458450317382812e-01,-4.229803085327148438e-01,-2.547416687011718750e-01,2.600939273834228516e-01
-4.448246955871582031e-02,-7.225973606109619141e-01,-2.808172702789306641e-01,-6.506588459014892578e-01,8.850321769714355469e-01,-3.742506504058837891e-01,7.067418098449707031e-02,-6.291413307189941406e-02,2.779562473297119141e-01,-7.338311672210693359e-01,-1.291034221649169922e-01,3.881366252899169922e-01
1.931042671203613281e-01,5.196309089660644531e-01,-9.750444889068603516e-01,-5.607557296752929688e-02,7.412290573120117188e-02,8.077397346496582031e-01,9.955458641052246094e-01,4.863340854644775391e-01,-3.893024921417236328e-01,1.603572368621826172e-01,-9.646081924438476562e-01,9.484941959381103516e-01
3.616502285003662109e-01,7.380864620208740234e-01,1.879215240478515625e-03,6.356408596038818359e-01,2.771029472351074219e-01,-7.218334674835205078e-01,-8.886823654174804688e-01,-6.683497428894042969e-01,3.538656234741210938e-02,7.656602859497070312e-01,7.422409057617187500e-01,-1.579928398132324219e-02
1.250340938568115234e-01,-6.139132976531982422e-01,3.465139865875244141e-01,-3.768308162689208984e-01,5.683820247650146484e-01,-8.290719985961914062e-01,7.701635360717773438e-03,3.051025867462158203e-01,6.539058685302734375e-01,3.173882961273193359e-01,5.291681289672851562e-01,8.602521419525146484e-01
2.381370067596435547e-01,4.475510120391845703e-01,-2.769005298614501953e-01,7.235326766967773438e-01,-9.122917652130126953e-01,5.199682712554931641e-01,-5.242209434509277344e-01,7.723057270050048828e-01,-3.125391006469726562e-01,-3.388817310333251953e-01,1.703476905822753906e-02,7.900271415710449219e-01
-8.137981891632080078e-01,5.098063945770263672e-01,-9.725551605224609375e-01,-1.954441070556640625e-01,7.813065052032470703e-01,-3.173394203186035156e-01,-9.587643146514892578e-01,5.604314804077148438e-02,-2.959823608398437500e-02,-7.739584445953369141e-01,-8.442623615264892578e-01,-7.420084476470947266e-01
-9.528069496154785156e-01,-6.258406639099121094e-01,9.900822639465332031e-01,2.948496341705322266e-01,-5.934677124023437500e-01,7.094335556030273438e-01,8.234026432037353516e-01,7.622966766357421875e-01,-8.100657463073730469e-01,4.764657020568847656e-01,-1.091153621673583984e-01,5.866196155548095703e-01
7.786808013916015625e-01,-8.804173469543457031e-01,8.356463909149169922e-01,9.572358131408691406e-01,-5.084857940673828125e-01,-6.473369598388671875e-01,2.022662162780761719e-01,-3.023831844329833984e-01,9.638338088989257812e-01,4.076054096221923828e-01,-4.899883270263671875e-01,-9.908163547515869141e-01
-9.005362987518310547e-01,5.178713798522949219e-02,8.964738845825195312e-01,9.679658412933349609e-01,-4.087259769439697266e-01,-4.174914360046386719e-01,2.393333911895751953e-01,5.835163593292236328e-01,5.472693443298339844e-01,-4.643790721893310547e-01,7.092237472534179688e-02,9.758472442626953125e-01
-7.283866405487060547e-01,-4.251742362976074219e-02,-7.965350151062011719e-01,-1.501028537750244141e-01,9.689304828643798828e-01,7.389404773712158203e-01,6.435437202453613281e-01,-7.654473781585693359e-01,1.942353248596191406e-01,5.419819355010986328e-01,8.874394893646240234e-01,-2.016074657440185547e-01
-7.005226612091064453e-01,3.230304718017578125e-01,-8.689014911651611328e-01,-1.394000053405761719e-01,-4.433801174163818359e-01,3.048956394195556641e-01,-2.695848941802978516e-01,-7.165215015411376953e-01,-3.752880096435546875e-01,-2.401304244995117188e-02,2.729399204254150391e-01,-8.585848808288574219e-01
-9.516835212707519531e-01,-8.798964023590087891e-01,9.062101840972900391e-01,-4.358530044555664062e-01,-4.557862281799316406e-01,-7.986655235290527344e-01,3.336031436920166016e-01,-8.640694618225097656e-02,-3.952670097351074219e-02,9.846591949462890625e-02,6.595945358276367188e-01,1.024487018585205078e-01
8.720099925994873047e-01,-3.806841373443603516e-01,6.269795894622802734e-01,8.575906753540039062e-01,-6.858308315277099609e-01,-4.494986534118652344e-01,-8.565928936004638672e-01,5.925099849700927734e-01,-8.616185188293457031e-01,-8.434875011444091797e-01,5.096461772918701172e-01,-3.051183223724365234e-01
6.568529605865478516e-01,4.734325408935546875e-01,4.740877151489257812e-01,4.317817687988281250e-01,5.713047981262207031e-01,1.354308128356933594e-01,1.747744083404541016e-01,-5.503566265106201172e-01,-6.141328811645507812e-01,-9.396514892578125000e-01,-3.098263740539550781e-01,-5.655360221862792969e-02
7.707023620605468750e-02,-6.863567829132080078e-01,-4.311757087707519531e-01,1.390562057495117188e-01,2.318813800811767578e-01,-7.113790512084960938e-02,9.870362281799316406e-01,3.016510009765625000e-01,6.640021800994873047e-01,9.248657226562500000e-01,-1.352493762969970703e-01,-4.173903465270996094e-01
-8.998994827270507812e-01,-9.948747158050537109e-01,-2.657518386840820312e-01,6.728782653808593750e-01,9.646508693695068359e-01,3.768219947814941406e-01,-6.259984970092773438e-01,3.619878292083740234e-01,-7.407791614532470703e-01,4.732489585876464844e-02,3.073403835296630859e-01,-3.103828430175781250e-02
5.135638713836669922e-01,8.486645221710205078e-01,4.189767837524414062e-01,2.789199352264404297e-01,6.599061489105224609e-01,7.810208797454833984e-01,-4.353625774383544922e-01,4.418990612030029297e-01,-6.767926216125488281e-01,3.059825897216796875e-01,5.228719711303710938e-01,3.332095146179199219e-01
6.135265827178955078e-01,-5.829358100891113281e-02,8.318090438842773438e-01,4.420757293701171875e-02,1.864817142486572266e-01,8.919453620910644531e-01,-9.185926914215087891e-01,-1.607065200805664062e-01,-7.124330997467041016e-01,4.447021484375000000e-01,8.058636188507080078e-01,-8.289966583251953125e-01
6.516940593719482422e-01,9.785616397857666016e-01,-7.513399124145507812e-01,1.982829570770263672e-01,-8.458719253540039062e-01,4.031722545623779297e-01,-3.625910282135009766e-01,-4.400212764739990234e-01,-6.476655006408691406e-01,-8.344490528106689453e-01,5.343961715698242188e-02,5.408930778503417969e-02
4.734523296356201172e-01,7.280905246734619141e-01,-5.116825103759765625e-01,-3.745362758636474609e-01,3.856918811798095703e-01,-6.912300586700439453e-01,5.727951526641845703e-01,-9.505665302276611328e-01,5.766277313232421875e-01,1.797928810119628906e-01,-7.635962963104248047e-01,5.931420326232910156e-01
-4.779696464538574219e-02,-6.168990135192871094e-01,8.039679527282714844e-01,4.150676727294921875e-02,-6.445097923278808594e-01,-8.655107021331787109e-01,5.446956157684326172e-01,7.224817276000976562e-01,6.842563152313232422e-01,-5.198330879211425781e-01,5.886888504028320312e-02,4.708230495452880859e-01
5.646579265594482422e-01,4.956555366516113281e-01,-9.217765331268310547e-01,9.887585639953613281e-01,-5.524604320526123047e-01,7.091405391693115234e-01,-4.197947978973388672e-01,-6.493644714355468750e-01,9.174551963806152344e-01,-8.602614402770996094e-01,-5.017364025115966797e-01,8.510882854461669922e-01
-8.579819202423095703e-01,7.734491825103759766e-01,-5.975873470306396484e-01,-4.857749938964843750e-01,-8.885865211486816406e-01,9.111826419830322266e-01,-8.170313835144042969e-01,6.807243824005126953e-01,2.393739223480224609e-01,5.450620651245117188e-01,-7.399048805236816406e-01,-5.637979507446289062e-01
-2.192139625549316406e-02,2.892630100250244141e-01,6.908779144287109375e-01,-5.583879947662353516e-01,-8.578047752380371094e-01,5.958576202392578125e-01,8.203589916229248047e-01,9.806609153747558594e-02,-1.192026138305664062e-01,5.110080242156982422e-01,-2.015302181243896484e-01,2.507810592651367188e-01
-6.556065082550048828e-01,4.000773429870605469e-01,4.367282390594482422e-01,-7.353749275207519531e-01,1.488196849822998047e-01,2.753341197967529297e-01,7.264683246612548828e-01,8.846793174743652344e-01,-1.918630599975585938e-01,-5.686197280883789062e-01,8.837330341339111328e-01,7.156517505645751953e-01
2.206561565399169922e-01,7.363233566284179688e-01,3.144264221191406250e-02,-6.457884311676025391e-01,-8.586294651031494141e-01,6.237461566925048828e-01,2.992398738861083984e-01,1.544370651245117188e-01,-9.706249237060546875e-01,4.306688308715820312e-01,-3.508281707763671875e-02,3.627686500549316406e-01
-5.163631439208984375e-01,7.144153118133544922e-01,5.626726150512695312e-01,-5.609300136566162109e-01,-3.641097545623779297e-01,-9.856564998626708984e-01,3.618400096893310547e-01,-9.426329135894775391e-01,-7.674381732940673828e-01,7.710533142089843750e-01,-5.358552932739257812e-01,1.687204837799072266e-01
-6.235897541046142578e-01,-6.154100894927978516e-01,3.592710494995117188e-01,1.726737022399902344e-01,-8.939814567565917969e-02,-7.749896049499511719e-01,8.877029418945312500e-01,4.581985473632812500e-01,5.794582366943359375e-01,-4.502944946289062500e-01,6.563973426818847656e-02,4.675762653350830078e-01
-5.593147277832031250e-01,-5.049591064453125000e-01,-2.001025676727294922e-01,6.313278675079345703e-01,-9.591796398162841797e-01,9.052193164825439453e-01,9.882190227508544922e-01,-8.505566120147705078e-01,2.871150970458984375e-01,6.016707420349121094e-02,3.308839797973632812e-01,5.252408981323242188e-02
3.684568405151367188e-02,4.854114055633544922e-01,8.885397911071777344e-01,-6.233737468719482422e-01,-5.199897289276123047e-01,-7.893970012664794922e-01,-2.327096462249755859e-01,4.313182830810546875e-01,-2.533619403839111328e-01,-7.694270610809326172e-01,2.697944641113281250e-01,8.743283748626708984e-01
-5.824062824249267578e-01,-2.968044281005859375e-01,-5.406205654144287109e-01,5.000531673431396484e-01,7.439799308776855469e-01,-7.627480030059814453e-01,-4.704961776733398438e-01,-6.152324676513671875e-01,-2.146735191345214844e-01,6.829719543457031250e-01,-8.959429264068603516e-01,-7.936291694641113281e-01
-1.647329330444335938e-02,-2.380247116088867188e-01,4.160404205322265625e-03,-9.031121730804443359e-01,9.652733802795410156e-01,-1.117420196533203125e-01,-5.339431762695312500e-02,4.178664684295654297e-01,2.123415470123291016e-01,-7.068753242492675781e-01,-4.718832969665527344e-01,-9.148077964782714844e-01
1.358327865600585938e-01,8.928904533386230469e-01,-9.245626926422119141e-01,-2.009844779968261719e-02,-6.425020694732666016e-01,5.227112770080566406e-01,4.844310283660888672e-01,-3.762161731719970703e-01,-3.817939758300781250e-02,-7.273724079132080078e-01,-4.569671154022216797e-01,5.528914928436279297e-01
8.265993595123291016e-01,-8.721632957458496094e-01,3.465547561645507812e-01,1.531958580017089844e-02,2.641911506652832031e-01,9.032542705535888672e-01,5.299520492553710938e-01,3.511652946472167969e-01,6.725385189056396484e-01,-1.950495243072509766e-01,-8.745143413543701172e-01,-3.124296665191650391e-01
-9.903552532196044922e-01,3.874945640563964844e-02,9.969244003295898438e-01,8.563947677612304688e-02,-7.915906906127929688e-01,7.398233413696289062e-01,-9.319932460784912109e-01,-4.477515220642089844e-01,-9.238812923431396484e-01,-1.125762462615966797e-01,9.336836338043212891e-01,-6.920075416564941406e-01
-4.725739955902099609e-01,-9.216890335083007812e-01,-8.991086483001708984e-01,-1.768472194671630859e-01,-1.294944286346435547e-01,-9.605841636657714844e-01,-5.243058204650878906e-01,1.475729942321777344e-01,8.829736709594726562e-02,-3.379349708557128906e-01,3.550944328308105469e-01,-1.150946617126464844e-01
5.952315330505371094e-01,-6.249630451202392578e-01,3.349030017852783203e-01,2.272129058837890625e-02,6.745793819427490234e-01,-8.051564693450927734e-01,9.541511535644531250e-02,7.356135845184326172e-01,3.525519371032714844e-01,8.043320178985595703e-01,3.119702339172363281e-01,-9.202375411987304688e-01
6.974952220916748047e-01,3.996999263763427734e-01,4.867815971374511719e-02,7.514483928680419922e-01,4.618539810180664062e-01,-8.099341392517089844e-01,1.340622901916503906e-01,1.546478271484375000e-01,7.512629032135009766e-01,-7.292187213897705078e-01,1.841576099395751953e-01,-1.159954071044921875e-02
-3.203735351562500000e-01,-9.497077465057373047e-01,-2.072887420654296875e-01,-4.810559749603271484e-01,8.551347255706787109e-01,-9.433796405792236328e-01,9.746625423431396484e-01,-1.193976402282714844e-02,-8.122677803039550781e-01,7.541632652282714844e-01,-5.233356952667236328e-01,1.504142284393310547e-01
-6.962509155273437500e-01,3.565342426300048828e-01,-9.507482051849365234e-01,-5.728883743286132812e-01,-9.490990638732910156e-01,-5.613114833831787109e-01,6.413459777832031250e-05,2.733621597290039062e-01,3.362884521484375000e-01,-4.770402908325195312e-01,-6.258418560028076172e-01,-6.478807926177978516e-01
-7.879028320312500000e-01,6.143796443939208984e-01,7.602329254150390625e-01,-8.655762672424316406e-02,-9.419682025909423828e-01,5.403265953063964844e-01,-6.879577636718750000e-01,-9.556145668029785156e-01,8.396799564361572266e-01,6.752562522888183594e-01,-2.721753120422363281e-01,-2.835745811462402344e-01
8.457827568054199219e-02,8.061857223510742188e-01,4.688267707824707031e-01,9.485573768615722656e-01,-3.407914638519287109e-01,2.911443710327148438e-01,-4.231836795806884766e-01,5.912809371948242188e-01,7.956314086914062500e-01,-2.171194553375244141e-01,-9.166598320007324219e-02,-8.438014984130859375e-01
5.277941226959228516e-01,1.407155990600585938e-01,-2.866926193237304688e-01,-1.455008983612060547e-01,-3.041591644287109375e-01,1.404342651367187500e-01,4.619200229644775391e-01,8.260602951049804688e-01,9.802501201629638672e-01,-2.066731452941894531e-01,9.430310726165771484e-01,7.513463497161865234e-01
-7.661552429199218750e-01,-8.632051944732666016e-01,-2.779755592346191406e-01,2.979617118835449219e-01,-7.130634784698486328e-01,8.530089855194091797e-01,4.674816131591796875e-01,-4.422373771667480469e-01,-8.613827228546142578e-01,6.771891117095947266e-01,-8.595516681671142578e-01,9.805147647857666016e-01
-1.786081790924072266e-01,9.356150627136230469e-01,7.375717163085937500e-03,5.388557910919189453e-01,8.230304718017578125e-02,8.729100227355957031e-02,5.419924259185791016e-01,-5.039782524108886719e-01,-2.364313602447509766e-01,3.422353267669677734e-01,-4.848515987396240234e-01,6.922566890716552734e-01
3.951001167297363281e-02,6.873230934143066406e-01,9.935789108276367188e-01,4.285621643066406250e-01,2.984976768493652344e-01,-1.252017021179199219e-01,-1.210558414459228516e-01,-6.609234809875488281e-01,-3.040192127227783203e-01,6.972966194152832031e-01,2.989277839660644531e-01,-9.116411209106445312e-01
9.438483715057373047e-01,5.220105648040771484e-01,-7.736220359802246094e-01,-8.978815078735351562e-01,-3.253951072692871094e-01,-1.881592273712158203e-01,3.506076335906982422e-01,4.221358299255371094e-01,5.680487155914306641e-01,-2.651371955871582031e-01,-7.873320579528808594e-02,-8.457732200622558594e-01
5.378081798553466797e-01,9.988059997558593750e-01,-6.254692077636718750e-01,-3.887102603912353516e-01,-7.006335258483886719e-02,-3.012006282806396484e-01,-1.817634105682373047e-01,-8.259589672088623047e-01,-3.222219944000244141e-01,3.200583457946777344e-01,-7.179269790649414062e-01,-1.675572395324707031e-01
-2.356963157653808594e-01,-3.878297805786132812e-01,-9.841496944427490234e-01,8.475308418273925781e-01,9.811465740203857422e-01,-9.333629608154296875e-01,7.779839038848876953e-01,-3.838200569152832031e-01,4.691309928894042969e-01,-8.875739574432373047e-01,2.542781829833984375e-02,5.162873268127441406e-01
-9.877800941467285156e-01,-1.549654006958007812e-01,-2.127265930175781250e-02,-6.257941722869873047e-01,-9.180176258087158203e-01,1.728487014770507812e-02,9.027533531188964844e-01,-5.283966064453125000e-01,-4.707262516021728516e-01,8.027880191802978516e-01,9.914755821228027344e-02,4.914650917053222656e-01
-8.193869590759277344e-01,-7.593111991882324219e-01,5.405256748199462891e-01,-3.991382122039794922e-01,8.413536548614501953e-01,2.330613136291503906e-01,-6.603190898895263672e-01,4.673051834106445312e-01,-6.436407566070556641e-01,7.989139556884765625e-01,7.048099040985107422e-01,-7.413201332092285156e-01
-8.687047958374023438e-01,-5.612516403198242188e-02,6.596126556396484375e-01,-7.021160125732421875e-01,-6.564323902130126953e-01,-3.582739830017089844e-02,-4.823842048645019531e-01,6.621482372283935547e-01,-5.431373119354248047e-01,-3.799510002136230469e-01,-8.249218463897705078e-01,7.281041145324707031e-01
1.016254425048828125e-01,-4.713320732116699219e-01,-1.305153369903564453e-01,-2.105457782745361328e-01,-5.686528682708740234e-01,2.669100761413574219e-01,-6.937131881713867188e-01,6.948215961456298828e-01,6.454846858978271484e-01,-1.200599670410156250e-01,-6.825747489929199219e-01,7.243118286132812500e-01
3.540465831756591797e-01,-9.958803653717041016e-01,-4.697871208190917969e-02,-4.303336143493652344e-02,-5.554497241973876953e-01,6.551420688629150391e-01,7.470877170562744141e-01,-6.687250137329101562e-01,5.189046859741210938e-01,7.882118225097656250e-01,5.042889118194580078e-01,-2.075684070587158203e-01
5.974638462066650391e-01,-3.622825145721435547e-01,-7.634541988372802734e-01,9.607124328613281250e-02,8.217177391052246094e-01,-2.080998420715332031e-01,-9.443125724792480469e-01,-3.942353725433349609e-01,2.248203754425048828e-01,3.502171039581298828e-01,-9.398164749145507812e-01,-8.200047016143798828e-01
-6.193103790283203125e-01,1.381127834320068359e-01,8.916101455688476562e-01,-4.434807300567626953e-01,1.061656475067138672e-01,5.084736347198486328e-01,3.122634887695312500e-01,-1.586287021636962891e-01,1.807069778442382812e-02,-8.437323570251464844e-01,-8.605067729949951172e-01,-4.994609355926513672e-01
-7.226977348327636719e-01,3.400478363037109375e-01,7.580168247222900391e-01,-9.341423511505126953e-01,-2.143173217773437500e-01,7.826027870178222656e-01,8.800101280212402344e-02,3.550443649291992188e-01,1.089062690734863281e-01,9.629566669464111328e-01,9.304404258728027344e-01,8.361337184906005859e-01
-5.230216979980468750e-01,4.974167346954345703e-01,4.220857620239257812e-01,4.940624237060546875e-01,-3.273549079895019531e-01,6.609969139099121094e-01,4.946546554565429688e-01,9.034273624420166016e-01,7.895359992980957031e-01,-3.603067398071289062e-01,1.786990165710449219e-01,-4.655320644378662109e-01
7.148003578186035156e-01,-5.119321346282958984e-01,-9.219739437103271484e-01,5.146846771240234375e-01,-1.527709960937500000e-01,-2.769365310668945312e-01,-2.450594902038574219e-01,-7.290365695953369141e-01,-9.016053676605224609e-01,1.656873226165771484e-01,5.538659095764160156e-01,-2.370500564575195312e-02
-5.807871818542480469e-01,-4.263894557952880859e-01,1.986346244812011719e-01,5.328075885772705078e-01,7.162923812866210938e-01,-4.550647735595703125e-02,5.726313591003417969e-01,9.308824539184570312e-01,2.997081279754638672e-01,-4.510569572448730469e-02,3.497779369354248047e-01,3.315696716308593750e-01
-6.155216693878173828e-01,-3.851583003997802734e-01,-3.623223304748535156e-02,-7.332906723022460938e-01,8.472187519073486328e-01,6.566886901855468750e-01,1.091363430023193359e-01,-6.985967159271240234e-01,-4.991357326507568359e-01,-8.644950389862060547e-01,3.701779842376708984e-01,-5.249807834625244141e-01
-1.670560836791992188e-01,7.103319168090820312e-01,9.704210758209228516e-01,-5.922107696533203125e-01,3.095715045928955078e-01,-3.877437114715576172e-01,-6.954185962677001953e-01,-7.375614643096923828e-01,-9.288144111633300781e-02,-3.834609985351562500e-01,-2.773606777191162109e-01,-5.400474071502685547e-01
